Code_base;Base;Ref publi;Code_publi;Exp;Trait;N°Refexp;N°trait_publi;Exp_fact;Description_trait;Nom_trait;Espece;Code_espece;MSI;pH;C2/C3;C2;C3;R_NDF;C_MOdeg;NDFF;%conc
1;Nature;Huhtanen1988;13;1;1;131;1311;1311;barley;BU;Steer;2;5,2;6,33;4,2;65,2;15,5;372;377;261;53
1;Nature;Huhtanen1988;13;1;2;131;1312;1311;barley + molasses;BM;Steer;2;5,9;6,21;3,6;62;17,1;334;404;259;54
1;Nature;Huhtanen1988;13;1;3;131;1313;1311;sugar beet pulp;SU;Steer;2;3,9;6,4;3,9;67,6;17,5;496;281;262;53
1;Nature;Huhtanen1988;13;1;4;131;1314;1311;sugar beet pulp + molasses;SM;Steer;2;4,7;6,45;3,5;65,5;18,5;416;340;259;54
1;Nature;MCCARTHY1989;20;1;1;201;2011;2011;corn and fish meal;C_FM;Dairy_cow;1;23,3;5,96;2,6;61,6;24;301;279;245;55
1;Nature;MCCARTHY1989;20;1;3;201;2013;2011;barley and fish meal;B_FM;Dairy_cow;1;20,5;5,62;1,7;56,4;33;353;378;245;55
1;Nature;MCCARTHY1989;20;1;2;201;2012;2012;corn and soybean meal;C_SBM;Dairy_cow;1;24,2;5,72;2;58,4;28,8;307;297;245;55
1;Nature;MCCARTHY1989;20;1;4;201;2014;2012;barley and soybean meal;B_SBM;Dairy_cow;1;20,9;5,73;2;58,3;29;354;383;245;55
1;Nature;ROBINSON1986;25;2;1;252;2521;2521;8% starch;PelConc 8;Dairy_cow;1;13,2;6,33;3,7;64,2;17,5;492;328;172;67
1;Nature;ROBINSON1986;25;2;2;252;2522;2521;14 % starch;Pelconc 14;Dairy_cow;1;13,1;6,42;3,6;62,7;17,5;446;353;172;67
1;Nature;ROBINSON1986;25;2;3;252;2523;2521;20% starch;Pelconc 20;Dairy_cow;1;13,1;6,32;3,6;62,3;17,4;400;378;172;67
1;Nature;ROBINSON1986;25;2;4;252;2524;2521;26% starch;Pelconc 26;Dairy_cow;1;13;6,33;3,6;61,9;17,1;355;403;172;67
1;Nature;ROBINSON1986;25;2;5;252;2525;2521;32% starch;Pelconc 32;Dairy_cow;1;13;6,33;3,3;60,8;18,7;309;428;172;67
1;Nature;Krause2002;56;1;1;561;5611;5611;high moisture corn fine silage;hmcfs;Dairy_cow;1;23,4;5,72;1,5;49,4;32,6;236;398;144;61
1;Nature;Krause2002;56;1;2;561;5612;5612;high moisture corn coarse silage;hmccs;Dairy_cow;1;24,1;5,98;1,8;52,5;29,1;236;398;144;61
1;Nature;Krause2002;56;1;3;561;5613;5611;dry corn fine silage;dcfs;Dairy_cow;1;24,7;5,9;2,1;54,9;26,2;236;327;144;61
1;Nature;Krause2002;56;1;4;561;5614;5612;dry corn coarse silage;dccs;Dairy_cow;1;25,3;6,07;2,4;57,2;24,2;236;327;144;61
1;Nature;BATAJOO1994;60;1;1;601;6011;6011;36% maïs grain;NFC42;Dairy_cow;1;27,6;6,15;3;60,9;20,2;297;276;224;53
1;Nature;BATAJOO1994;60;1;2;601;6012;6011;30% maïs grain;NFC36;Dairy_cow;1;27,2;6,15;3,1;61,4;19,5;330;269;225;52
1;Nature;BATAJOO1994;60;1;3;601;6013;6011;21% maïs grain;NFC30;Dairy_cow;1;26,7;6,2;3,1;61,7;19,6;383;251;225;52
1;Nature;BATAJOO1994;60;1;4;601;6014;6011;14% maïs grain;NFC24;Dairy_cow;1;25,8;6,23;3,2;62,6;19,3;440;233;224;53
1;Nature;Südekum1994;97;1;1;971;9711;9711;oats;O;Dairy_cow;1;15,7;6,38;;;;514;377;217;65
1;Nature;Südekum1994;97;1;2;971;9712;9711;rye;R;Dairy_cow;1;14,7;6,42;;;;469;406;242;61
1;Nature;Südekum1994;97;1;3;971;9713;9711;barley;B;Dairy_cow;1;15,3;6,36;;;;499;401;226;63
1;Nature;Voelker2003;153;1;1;1531;15311;15311;40 % silage - 0%beet pulp;0%BP;Dairy_cow;1;23,7;5,93;2,1;56,9;27;248;379;171;60
1;Nature;Voelker2003;153;1;2;1531;15312;15311;40 % silage - 6% beet pulp;6%BP;Dairy_cow;1;23,8;5,97;2,4;59,1;24,9;268;367;171;60
1;Nature;Voelker2003;153;1;3;1531;15313;15311;40 % silage - 12% beet pulp;12%BP;Dairy_cow;1;23,9;6,02;2,6;60,2;23;289;356;171;60
1;Nature;Voelker2003;153;1;4;1531;15314;15311;40 % silage - 24% beet pulp;24%BP;Dairy_cow;1;21,8;5,94;2,8;61,6;22,4;329;334;171;60
1;Nature;Krause2003A;158;1;2;1581;15812;15811;dry cracked shelled corn and coarse alfalfa/corn silage;DCCAC;Dairy_cow;1;23,5;5,78;2,3;58,8;25,7;231;326;142;61
1;Nature;Krause2003A;158;1;4;1581;15814;15812;dry cracked shelled dorn and fine alfalfa /corn silage;DCFAC;Dairy_cow;1;22;5,84;2,1;56,9;27,6;231;326;142;61
1;Nature;Krause2003A;158;1;5;1581;15815;15811;ground high moisture shelled corn and coarse alfalfa/corn silage;HMCCAC;Dairy_cow;1;21,9;5,73;2,3;58,7;25,8;231;402;142;61
1;Nature;Krause2003A;158;1;6;1581;15816;15812;ground high moisture shelled corn and fine alfalfa/corn silage;HMCFAC;Dairy_cow;1;20,2;5,61;2,1;56,7;27,4;231;402;142;61
1;Nature;Krause2003;165;1;1;1651;16511;16511;0% cornstarch in the diet;CS0;Dairy_cow;1;25,7;5,98;2,8;56,4;20,5;271;331;178;61
1;Nature;Krause2003;165;1;2;1651;16512;16511;6% cornstarch in the diet;cs6;Dairy_cow;1;26,8;5,97;2,6;54,9;21,4;270;346;180;61
1;Nature;Krause2003;165;1;3;1651;16513;16511;12 % cornstarch in the diet;cs12;Dairy_cow;1;26,1;6;1,9;54,7;28,8;269;362;181;60
1;Nature;Krause2003;165;1;4;1651;16514;16511;18 % cornstarch in the diet;cs18;Dairy_cow;1;25,5;5,93;2,1;53,4;25,4;268;380;181;60
1;Nature;Charbonneau2006;215;1;1;2151;21511;21511;45 % alfalfa silage - 47 % cracked corn;control;Dairy_cow;1;22,7;6,5;3,2;69,5;21,7;262;286;188;55
1;Nature;Charbonneau2006;215;1;2;2151;21512;21511;45 % alfalfa silage - 47 % ground corn;GC;Dairy_cow;1;24,3;6,41;2,7;66,9;24,4;262;294;188;55
1;Nature;Charbonneau2006;215;1;3;2151;21513;21511;45 % alfalfa silage - 35 % ground corn - 11 % wheat starch;GC+S;Dairy_cow;1;24,4;6,41;2,4;64,4;27,4;251;332;188;55
1;Nature;Charbonneau2006;215;1;4;2151;21514;21511;45 % alfalfa silage - 35 % ground corn - 11 % dried whey permeate;GC + W;Dairy_cow;1;25,7;6,51;3,2;67,3;21,3;251;329;188;55
1;Nature;Ipharraguerre2002;333;1;1;3331;33311;33311;0% suyhulls - 40 % ground shelled corn;0;Dairy_cow;1;22,1;6,11;3,1;63,7;20,4;237;288;174;54
1;Nature;Ipharraguerre2002;333;1;2;3331;33312;33311;10 % soyhulls - 30 % ground shelled corn;10;Dairy_cow;1;21,1;6;3,3;65;19,6;296;273;174;54
1;Nature;Ipharraguerre2002;333;1;3;3331;33313;33311;20 % soyhulls - 20% ground shelled corn;20;Dairy_cow;1;21,7;6,09;3,2;64,5;20,2;356;260;174;54
1;Nature;Ipharraguerre2002;333;1;4;3331;33314;33311;30 % soyhulls - 10 % ground shelled corn;30;Dairy_cow;1;22;5,96;3,3;65,5;19,6;415;247;174;54
1;Nature;Ipharraguerre2002;333;1;5;3331;33315;33311;40 % soyhulls - 0% ground shelled corn;40;Dairy_cow;1;20,9;6,09;3,4;66,2;19,3;474;232;174;54
1;Nature;Broderick2002;334;2;1;3342;33421;33421;60 % forage - 38 % high moisture ear corn;HMEC;Dairy_cow;1;21,2;6,1;3;62,7;20,8;269;267;220;40
1;Nature;Broderick2002;334;2;2;3342;33422;33421;60 % forage - 39 % cracked shelled corn;CSC;Dairy_cow;1;21,5;6,17;3,2;63,4;19,7;266;207;220;40
1;Nature;Broderick2002;334;2;3;3342;33423;33421;60 % forage - 20 % high moisture ear corn - 20 % citrus pulp;HCP;Dairy_cow;1;19,6;6,12;3,4;63,7;18,7;286;259;220;40
1;Nature;Broderick2002;334;2;4;3342;33424;33422;60 % forage - 27 % high moisture corn - 12 % expeller soybean meal;HMEC+ESBM;Dairy_cow;1;22,4;6,17;3,1;63,8;20,3;277;260;220;40
1;Nature;Broderick2002;334;2;5;3342;33425;33422;60 % forage - 27 % citrus pulp - 12 % expeller soybean meal;CSC + ESBM;Dairy_cow;1;23,2;6,24;3,3;63,9;19,4;274;217;220;40
1;Nature;Broderick2002;334;2;6;3342;33426;33422;60 % forage - 13 % high moisture ear corn - 13 % citrus pulp - 12 % expeller soy;HCP + ESBM;Dairy_cow;1;21,9;6,15;3,4;64,3;18,7;288;254;220;40
1;Nature;Khorasani2001A;338;1;1;3381;33811;33811;concentrate : barley;BBD;Dairy_cow;1;23,8;5,99;2,3;59,1;25,6;290;357;186;60
1;Nature;Khorasani2001A;338;1;2;3381;33812;33811;concentrate : barley + corn;BCBD;Dairy_cow;1;24,2;5,99;2,3;58,6;25;273;327;186;60
1;Nature;Khorasani2001A;338;1;3;3381;33813;33811;concentrate : Corn;CBD;Dairy_cow;1;25,6;5,96;2,2;57,4;25,8;256;297;186;60
1;Nature;YANG1997;349;1;1;3491;34911;34911;Concentratie = barley steam rolled;Barley;Dairy_cow;1;22,4;6,02;1,8;55,4;30,2;318;400;207;60
1;Nature;YANG1997;349;1;2;3491;34912;34911;concentrate = hull less barley;HB;Dairy_cow;1;22,6;6,04;2;57,8;29;271;431;208;60
1;Nature;YANG1997;349;1;3;3491;34913;34911;concentrate = corn;Corn;Dairy_cow;1;23;6,12;2;56,8;28,5;272;398;209;60
1;Nature;OVERTON1995;356;1;1;3561;35611;35611;concentrate = 100 % ground shelled corn;100:00:00;Dairy_cow;1;22,8;5,91;2,5;61,1;24,9;315;282;229;55
1;Nature;OVERTON1995;356;1;2;3561;35612;35611;concentrate = 75% ground shelled corn - 25 % steam rolled barley;75:25:00;Dairy_cow;1;22,1;5,82;2;58;29,6;321;306;229;55
1;Nature;OVERTON1995;356;1;3;3561;35613;35611;concentrate = 50 % ground shelled corn - 50 % steam rolled barley;50:50:00;Dairy_cow;1;21,3;5,85;1,9;57,1;30,5;327;329;229;55
1;Nature;OVERTON1995;356;1;4;3561;35614;35611;concentrate = 25 % ground shelled corn - 75 % steam rolled barley;25:75;Dairy_cow;1;19,5;5,82;1,7;56,1;32,2;333;353;229;55
1;Nature;OVERTON1995;356;1;5;3561;35615;35611;concentrate = 100 % steam rolled barley;0,069444444;Dairy_cow;1;19,6;5,79;1,8;56,1;31,7;339;377;229;55
1;Nature;Sievert1993A;370;1;1;3701;37011;37011;48 % alfalfa silage - 37 % shelled corn;42% NFC  -AO;Dairy_cow;1;24,4;6;3,2;64,1;20,1;317;268;237;52
1;Nature;Sievert1993A;370;1;2;3701;37012;37012;48 % forage - 37 % shelled corn + Aspergillus oryzae;42 % NFC +AO;Dairy_cow;1;25,3;5,99;3,2;64,4;20;317;268;237;52
1;Nature;Sievert1993A;370;1;3;3701;37013;37011;49 % forage - 22 % shelled corn - 12 % wheat middlings +AO;35 % NFC -AO;Dairy_cow;1;24;6,06;3,5;65,8;19;384;253;238;52
1;Nature;Sievert1993A;370;1;4;3701;37014;37012;49 % forage - 22 % shelled corn - 12 % wheat middlings + Aspergillus oryzae;35 %NFC +AO;Dairy_cow;1;24,1;6,15;3,4;65,2;19,4;384;253;238;52
1;Nature;Rotger2006;386;1;1;3861;38611;38611;12 % straw - 77 % barley - 9 % soybean meal;barley-soybean meal;Dairy_heifer;2;5,1;6,5;1,7;53,4;32,3;273;615;96;88
1;Nature;Rotger2006;386;1;2;3861;38612;38612;8 % straw - 76 % barley - 14 % sunflower meal;barley -sunflower meal;Dairy_heifer;2;4,8;6,5;1,4;51,5;37,2;291;618;64;92
1;Nature;Rotger2006;386;1;3;3861;38613;38611;13 % straw - 69 % corn - 16 % soybean meal;corn- soybean meal;Dairy_heifer;2;5,4;6,56;1,7;53,6;31,6;209;477;104;87
1;Nature;Rotger2006;386;1;4;3861;38614;38612;8 % straw - 66 % corn - 24 % sunflower meal;corn - sunflower meal;Dairy_heifer;2;6,7;6,59;1,9;55,5;29,1;253;475;64;92
1;Nature;ELLIOTT1995;394;2;1;3942;39421;39421;36% ground shelled corn - 0% fat;high NSC;Dairy_cow;1;23,5;6,08;2,7;61,9;23,1;317;299;242;56
1;Nature;ELLIOTT1995;394;2;2;3942;39422;39422;33,3 % ground shelled corn - 2,5% fat;high NSC plus fat;Dairy_cow;1;22,6;5,96;2,6;61,5;23,3;314;285;242;56
1;Nature;ELLIOTT1995;394;2;3;3942;39423;39421;18% ground shelled corn - 0% fat;low NSC;Dairy_cow;1;22,6;6,01;3;64,1;21,6;427;273;242;56
1;Nature;ELLIOTT1995;394;2;4;3942;39424;39422;16,7% ground shelled corn - 2,5% fat;low NSC plus fat;Dairy_cow;1;22,4;5,96;2,7;62,6;22,9;417;260;243;56
1;Nature;KHORASANI1994A;397;2;1;3972;39721;39721;corn plus solvent  extracted linseed meal;corn_SLM;Dairy_cow;1;17,6;6,35;2,7;61,9;23;384;210;327;40
1;Nature;KHORASANI1994A;397;2;2;3972;39722;39722;corn plus canola meal;Corn_CM;Dairy_cow;1;17,7;6,4;2,9;62,7;21,5;391;215;327;40
1;Nature;KHORASANI1994A;397;2;3;3972;39723;39721;barley plus solvent extracted linseed meal;Barley_SLM;Dairy_cow;1;17,6;6,37;2,8;62,4;22,2;410;258;327;40
1;Nature;KHORASANI1994A;397;2;4;3972;39724;39722;barley plus canola meal;Barley_CM;Dairy_cow;1;18;6,32;2,9;62,7;21,5;416;264;327;40
1;Nature;LYKOS1997;408;1;1;4081;40811;40811;concentrate : cracked corn;LDTNC;Dairy_cow;1;25,8;6,43;3,1;64,2;20,4;308;239;256;46
1;Nature;LYKOS1997;408;1;2;4081;40812;40811;concentrate : cracked corn + high moisture corn;MDTNC;Dairy_cow;1;25,9;6,3;2,8;62,4;22;309;257;258;45
1;Nature;LYKOS1997;408;1;3;4081;40813;40811;concentrate : high moisture corn;HDTNC;Dairy_cow;1;25,9;6,19;2,6;61;23,9;314;273;264;44
1;Nature;Widyobroto1992;411;2;1;4112;41121;41121;concentrate : wheat;AR;Dairy_cow;1;20,1;6,31;3,1;62,5;20,1;371;237;299;38
1;Nature;Widyobroto1992;411;2;2;4112;41122;41121;concentrate : corn;AL;Dairy_cow;1;20,4;6,37;3,3;64,7;19,4;375;172;299;38
1;Nature;Widyobroto1992;411;2;3;4112;41123;41121;concentrate : pulp and bran;PR;Dairy_cow;1;21,7;6,2;3,3;64,6;19,6;413;202;299;38
1;Nature;Widyobroto1992;411;2;4;4112;41124;41121;concentrate : soyhulls;PL;Dairy_cow;1;22,3;6,21;3,5;67;19;489;149;299;38
1;Nature;KHORASANI1994;451;1;1;4511;45111;45111;barley plus canola meal and soybean meal;RS_RP;Dairy_cow;1;21,2;6,35;2,9;62,7;21,3;341;401;224;60
1;Nature;KHORASANI1994;451;1;2;4511;45112;45112;barley plus fish meal, corn gluten meal, and meat bone meal;RS_SP;Dairy_cow;1;22,3;6,4;3,2;64,2;20,2;322;386;224;60
1;Nature;KHORASANI1994;451;1;3;4511;45113;45111;corn plus canola meal and soybean meal;SS_RP;Dairy_cow;1;22,7;6,37;2,7;61,9;22,7;307;336;224;60
1;Nature;KHORASANI1994;451;1;4;4511;45114;45112;corn plus fish meal, corn gluten meal, and meat and bone meal;SS_SP;Dairy_cow;1;22,1;6,32;3;63,2;21,2;283;309;224;60
1;Nature;SIEVERT1993;453;1;1;4531;45311;45311;42% non fiber carbohydrates, control;T42NFC_C;Dairy_cow;1;23,3;6;3,5;65,5;18,5;294;257;223;51
1;Nature;SIEVERT1993;453;1;2;4531;45312;45312;42% nonfiber carbohydrate Aspergillus oryzae fermentation extract;NFC42_CAO;Dairy_cow;1;23,5;5,99;3,7;66,3;17,9;294;257;223;51
1;Nature;SIEVERT1993;453;1;3;4531;45313;45311;36% nonfiber carbohydrate beet pulp control;NFC36_BPC;Dairy_cow;1;22,4;6,06;3,8;67;17,7;367;241;223;50
1;Nature;SIEVERT1993;453;1;4;4531;45314;45312;36% nonfiber carbohydrate beet pulp and Aspergillus oryzae fermentation extract;NFC36_BPAO;Dairy_cow;1;22,7;6,15;3,8;67,2;17,5;367;241;223;50
1;Nature;SIEVERT1993;453;1;5;4531;45315;45311;36% nonfiber carbohydrate soyhulls control;NFC36_SHC;Dairy_cow;1;22,9;6,21;3,8;67;17,7;361;234;223;50
1;Nature;SIEVERT1993;453;1;6;4531;45316;45312;36% nonfiber carbohydrate soy hulls and Aspergillus oryzae fermentation extract;NFC36_SHAO;Dairy_cow;1;23,4;6,28;3,8;67,8;17,9;361;234;223;50
1;Nature;Boudon1997;459;1;1;4591;45911;45911;foin haché + maïs;Maïs - H;Dairy_cow;1;19,5;6,46;2,7;59,4;22;342;241;277;45
1;Nature;Boudon1997;459;1;2;4591;45912;45912;Foin mélange 50:50 de deux formes de présentation;Maïs - HP;Dairy_cow;1;19,6;6,42;2,5;58,5;23,4;338;238;274;45
1;Nature;Boudon1997;459;1;3;4591;45913;45913;Foin en pellets - Maïs;Maïs-P;Dairy_cow;1;20,2;6,41;2,3;56,1;24,3;334;235;271;44
1;Nature;Boudon1997;459;1;4;4591;45914;45911;Foin haché - blé;Blé-H;Dairy_cow;1;17,5;6,46;2,6;57;21,8;338;329;277;45
1;Nature;Boudon1997;459;1;5;4591;45915;45912;Foin mélange 50:50 des deux formes de présentation;Blé - HP;Dairy_cow;1;16,9;6,49;2,3;53,8;23,8;334;326;274;45
1;Nature;Boudon1997;459;1;6;4591;45916;45913;Foin en pellets - Blé;Blé-P;Dairy_cow;1;16,5;6,45;2,2;52,3;23,3;330;323;271;44
1;Nature;DeVisser1992;469;1;1;4691;46911;46911;concentrate : barley;Barley;Dairy_cow;1;24;5,73;2,5;60,6;24,6;359;308;237;50
1;Nature;DeVisser1992;469;1;2;4691;46912;46911;Concentrate : maize;Maize;Dairy_cow;1;23,1;5,76;2,4;59,9;24,6;334;268;235;50
1;Nature;DeVisser1992;469;1;4;4691;46914;46911;concentrate : maize bran;maize bran;Dairy_cow;1;24,2;5,7;2,6;61,6;24;453;240;236;50
1;Nature;Dewhurst1999;473;1;1;4731;47311;47311;barley + fish/soya;BFS;Dairy_cow;1;16,9;6,49;3;62,2;20,7;369;172;323;26
1;Nature;Dewhurst1999;473;1;2;4731;47312;47311;unmolassed sugar beet pulp + fish/soya;UMFS;Dairy_cow;1;16,6;6,55;2,9;63,6;21,6;405;136;323;26
1;Nature;Dewhurst1999;473;1;3;4731;47313;47312;barley + rapeseed meal;BR;Dairy_cow;1;17;6,33;3;62,9;21,2;392;163;326;26
1;Nature;Dewhurst1999;473;1;4;4731;47314;47312;unmolassed sugar-beet pulp + rapeseed meal;UMR;Dairy_cow;1;17,6;6,57;3;63,8;21,4;420;134;326;26
1;Nature;Rustomo2006A;479;1;1;4791;47911;47911;concentrate with high acidogenic value;HAV;Dairy_cow;1;19,8;5,8;;;;330;258;255;43
1;Nature;Rustomo2006A;479;1;2;4791;47912;47911;concentrate with low acidogenic value;LAV;Dairy_cow;1;20,2;6;;;;391;205;255;43
1;Nature;Casper1999;489;1;1;4891;48911;48911;maïs + T soja;Corn_SBM;Dairy_cow;1;20,7;5,92;2,5;59,9;23,9;282;280;220;50
1;Nature;Casper1999;489;1;2;4891;48912;48912;maïs + T soja extrudé;corn_ESBM;Dairy_cow;1;21,8;5,92;2,4;59,9;25,4;282;278;220;50
1;Nature;Casper1999;489;1;3;4891;48913;48911;orge + T soja;barley_SBM;Dairy_cow;1;19,9;5,97;2,1;58,9;27,9;322;344;220;50
1;Nature;Casper1999;489;1;4;4891;48914;48912;orge + T soja extrudé;Barley_ESBM;Dairy_cow;1;20;6,05;2,6;61,3;23,5;322;342;220;50
1;Nature;Beckman2005;490;1;1;4901;49011;49011;ratio NDF:Starch = 0,74;NDF_Starch74;Dairy_cow;1;20,3;5,73;2;54,8;27,8;252;321;182;59
1;Nature;Beckman2005;490;1;2;4901;49012;49011;ratio NDF:Starch = 0,95;NDF_Starch95;Dairy_cow;1;21;5,84;2,4;57,3;24;288;314;182;59
1;Nature;Beckman2005;490;1;3;4901;49013;49011;ratio NDF:Starch = 1,27;NDF_Starch127;Dairy_cow;1;21,7;5,79;2,3;57,1;24,9;323;307;182;59
1;Nature;Hristov2003;497;1;1;4971;49711;49711;ruminally fermentable nonstructural carbohydrates;RFSS;Dairy_cow;1;24,2;6,01;2,9;59,8;20,5;280;414;187;61
1;Nature;Hristov2003;497;1;2;4971;49712;49711;ruminally fermentable fiber;RFNDF;Dairy_cow;1;21,5;6,02;2,9;60,6;20,8;364;314;166;64
1;Nature;Broderick2004;634;1;1;6341;63411;63411;0% molasse;M0;Dairy_cow;1;25,3;5,63;2,8;61,8;22,2;288;258;242;40
1;Nature;Broderick2004;634;1;2;6341;63412;63411;4% molasse;M4;Dairy_cow;1;25,7;5,8;3;63,2;21;283;263;242;40
1;Nature;Broderick2004;634;1;3;6341;63413;63411;8% molasse;M8;Dairy_cow;1;26,3;5,66;2,8;61,6;22;278;268;242;40
1;Nature;Broderick2004;634;1;4;6341;63414;63411;12% molasse;M12;Dairy_cow;1;26;5,82;3,2;63,8;20;274;272;243;40
1;Nature;Broderick2004;634;2;1;6342;63421;63421;0% liquid molasse;M0;Dairy_cow;1;25,4;6,07;2,7;61;22,4;269;330;209;48
1;Nature;Broderick2004;634;2;2;6342;63422;63421;3% liquid molasse;M3;Dairy_cow;1;28,1;5,9;2,5;59,7;24,1;266;335;209;48
1;Nature;Broderick2004;634;2;3;6342;63423;63421;6% liquid molasse;M6;Dairy_cow;1;26,1;6,02;2,6;59,5;23;262;338;209;48
1;Nature;Broderick2004;634;2;4;6342;63424;63421;9% liquid molasse;M9;Dairy_cow;1;26,8;6,06;3,1;62,6;20,2;259;342;209;48
1;Nature;Gozho2008;508;1;1;5081;50811;50811;30% orge;Barley;Dairy_cow;1;26,2;6,26;3,1;62,6;20,2;332;338;228;52
1;Nature;Gozho2008;508;1;2;5081;50812;50811;30% maïs grain;Corn;Dairy_cow;1;26;6,18;3,2;62,7;19,8;306;280;230;52
1;Nature;Gozho2008;508;1;4;5081;50814;50811;30% avoine;Oats;Dairy_cow;1;25,2;6,2;3;62,8;20,7;382;295;230;52
1;Nature;Gulmez2007;674;1;1;6741;67411;67411;26%corn-0%wheat;CBD;Dairy_cow;1;15,7;6,45;4,2;69,4;16,5;391;276;293;50
1;Nature;Gulmez2007;674;1;2;6741;67412;67411;16%corn-7%wheat;CWBD;Dairy_cow;1;15,5;6,04;3,8;67,1;17,5;402;292;293;50
1;Nature;Gulmez2007;674;1;3;6741;67413;67411;7%corn-16,5%wheat;WCBD;Dairy_cow;1;15,5;5,92;3,9;67,6;17,5;398;316;293;50
1;Nature;Gulmez2007;674;1;4;6741;67414;67411;0%corn-26%wheat;WBD;Dairy_cow;1;15,7;5,83;3,3;66,8;20,5;396;337;293;50
1;Nature;Silveira2007;515;1;1;5151;51511;51511;40% Dillon barley - 0% beet pulp;High_starch_Dillon;Dairy_cow;1;20,1;6,15;2,7;61,4;22,7;328;351;181;59
1;Nature;Silveira2007;515;1;2;5151;51512;51512;40% Xena barley - 0% beet pulp;High_starch_Xena;Dairy_cow;1;20,1;6,05;2,3;59;25,8;298;365;181;59
1;Nature;Silveira2007;515;1;3;5151;51513;51511;28% Dillon barley - 14% beet pulp;Low_starch_Dillon;Dairy_cow;1;19,9;6,19;2,9;62,5;21,4;351;332;181;59
1;Nature;Silveira2007;515;1;4;5151;51514;51512;28% Xena barley - 14% beet pulp;High_starch_Xena;Dairy_cow;1;20,2;6,15;2,7;61,1;22,9;331;341;181;60
1;Nature;Beauchemin1999;668;1;1;6681;66811;66811;44% Barley;Barley -ENZ;Dairy_cow;1;22,3;6,03;2,4;59,5;25,1;306;368;204;55
1;Nature;Beauchemin1999;668;1;2;6681;66812;66812;44% barley + fibrolytic enzyme;Barley +ENZ;Dairy_cow;1;22;6,12;2,5;60;24,3;306;368;204;55
1;Nature;Beauchemin1999;668;1;3;6681;66813;66811;44% hull less barley ;HB -ENZ;Dairy_cow;1;21,8;6,02;2,2;58,8;27,3;265;395;206;55
1;Nature;Beauchemin1999;668;1;4;6681;66814;66812;44% hull less barley + fibrolytic enzyme;HB +ENZ;Dairy_cow;1;22,5;6,05;2,1;57,9;27;265;395;206;55
2;Proportion;Gasa1991;10;1;1;101;1011;1011;early cut silage with 3kg of concentrate;EC-3;Dairy_cow;1;12,3;6,48;4,6;68,2;14,7;408;148;358;23
2;Proportion;Gasa1991;10;1;2;101;1012;1011;early cut silage with 9kg of concentrate;EC-9;Dairy_cow;1;15,6;6,35;2,7;58,6;21,6;326;377;198;58
2;Proportion;Gasa1991;10;1;3;101;1013;1012;late cut silage with 3 kg of concentrate;LC-3;Dairy_cow;1;12,5;6,53;3,8;65;16,9;487;148;437;23
2;Proportion;Gasa1991;10;1;4;101;1014;1012;late cut silage with 9 kg of concentrate;LC-9;Dairy_cow;1;16,4;6,29;3,6;61;17;382;356;259;55
2;Proportion;LLAMASLAMAS1991;17;1;1;171;1711;1711;56% alfalfa silage - 44% concentrate;LS;Dairy_cow;1;23;6,07;3;62,5;20,6;261;246;211;44
2;Proportion;LLAMASLAMAS1991;17;1;2;171;1712;1711;71% alfalfa silage - 34 % concentrate;MS;Dairy_cow;1;21,4;6,12;3,2;64;19,8;301;158;268;29
2;Proportion;LLAMASLAMAS1991;17;1;3;171;1713;1711;86 % alfalfa silage - 13 % concetnrate;HS;Dairy_cow;1;21,3;6,29;3,4;65,3;19,3;340;72;324;14
2;Proportion;Bourquin1994;45;1;1;451;4511;4511;60% hay - ground;60F-G;Steer;2;9,2;6,21;4,9;71,4;14,6;436;335;436;40
2;Proportion;Bourquin1994;45;1;2;451;4512;4512;60% hay - long;60F-L;Steer;2;9,3;6,25;5;72;14,5;434;335;434;40
2;Proportion;Bourquin1994;45;1;3;451;4513;4511;96% hay - ground;96F-G;Steer;2;9,5;6,29;4,5;72,3;16,1;697;29;697;4
2;Proportion;Bourquin1994;45;1;4;451;4514;4512;96% hay - long;96F-L;Steer;2;9,6;6,32;4,6;72,9;16;695;29;695;4
2;Proportion;GomezAlarcon1990;50;1;1;501;5011;5011;22 % forage;LC;Dairy_cow;1;10,9;6,1;2,6;62;23,6;221;495;105;78
2;Proportion;GomezAlarcon1990;50;1;2;501;5012;5012;22 % forage + Aspergillu oryzae;LAO;Dairy_cow;1;12,6;6,3;2,7;60,9;22,8;221;495;105;78
2;Proportion;GomezAlarcon1990;50;1;3;501;5013;5011;63 % forage;HC;Dairy_cow;1;11,5;6,7;3,1;66,8;21,4;343;245;300;37
2;Proportion;GomezAlarcon1990;50;1;4;501;5014;5012;63 % forage + Aspergillus oryzae;HAO;Dairy_cow;1;9,4;6,6;2,9;64,2;22,1;343;245;300;37
2;Proportion;MILLER1993;70;1;1;701;7011;7011;50% concentré - 50 % ensilage de sorgho;50:50:00;Dairy_cow;1;20;6,52;2,6;60,7;23,7;339;277;272;50
2;Proportion;MILLER1993;70;1;2;701;7012;7011;60% de concentré - 40% d'ensilage;60:40:00;Dairy_cow;1;19,8;6,55;2,5;58,6;23,9;296;331;218;60
2;Proportion;MILLER1993;70;1;3;701;7013;7011;70 % de concentré - 30 % d'ensilage;70:30:00;Dairy_cow;1;24,3;6,25;2,2;54,2;24,5;254;385;163;70
